Name,Rating,Date,Title,Review,ProductId,,,,,,
Onlinegraphics,5.0 out of 5 stars,"Reviewed in Canada on December 20, 2020",        Love it! with no reservations...  ,"I love this little unit! small and compact, has room for 12 plants. I've grown lettuces and some herbs, and have harvested 2x already, with another harvest in a couple of days, from the same plants. Best salad ever! It all works as described, with the lights turning themselves on and off, and the water pump cycling every 30 minutes. I'm buying another unit, as it takes 4 weeks from planting to harvesting for lettuce, and I want a steady supply of salad. You have to buy your own seeds and plant food, and that is fine with me.Jan. 9, 2021 Update: I got my second unit before the New Year and it came with a growing tray and hole covers. I've planted cherry tomatoes and more lettuce - great salads! From my original unit I still harvest lettuce once a week, I've done so a total of 5 times already, by taking only 1/3 of the plants each time. I am very happy with my purchase! And the replacement grow sponges are now in amazon Canada.I now have 3 units (this is addictive...) and rotate the lettuce so I always have a fresh supply. Note: do not plant lettuce and tomatoes (or any fruiting plant) together as they have different nutrient needs.*** June 2021 update: the fan in the unit makes a terrible noise and has to be turned off. I emailed the seller several times and got no response. The unit is less than 6 months old, this is unacceptable, so I am downgrading my rating to 3 stars. I will update again when (and if) the issue is resolved.****** July 2, 2021 update: Andy from customer service contacted me and he is sending a replacement fan. Upgrading rating back to 5 stars ***",1,,,,,,
Patricia B.,5.0 out of 5 stars,"Reviewed in Canada on November 13, 2020",        Good value and nice herbs!  ,"Started the garden as per directions on Sept 7th and within a week, cilantro, parsley and basil had grown enough to remove the cups.  It’s now November and we have cut and used all three herbs at least three times.  Rosemary is trickier, sage and thyme are growing as is mint.  Had some green algae on top of some pods.  Went on the internet and restarted those pods after cleaning with peroxide.  Some white web-like mildew but read it’s not harmful and herbs continued to grow.  I empty and refill the water once/month and fertilize every three weeks.  I bought 4 more to give to our four grow up kids for Christmas.  I bought my seeds at our local garden centre.",1,,,,,,
Patricia B.,5.0 out of 5 stars,"Reviewed in Canada on January 30, 2021",        Buy it! Amazing value and quality.  ,"Great value for money. Easy to assemble great instructions.This kit even comes with the peat moss soil, pods and covers you need to start! You can use your own seeds to start (this saves you having to buy the extra pods - which I did because the listing wasn’t clear).To summarize:High quality feeling materialsEasy to assembleComes with everything (less seeds) to startGreat value for the price especially for a 12 pod unit.Settings for veggies and fruits/flowers.I am going to buy for gifts in the future",1,,,,,,
RetiredGrandma,5.0 out of 5 stars,"Reviewed in Canada on June 23, 2020",        The wife loves it. Prefer this more than the other brand  ,"My timer doesnt go on and off automatically even after 16 hours of use. Its a good product for lettuce and herbs, tomatoes dont really get the height as the light doesnt go too high, pruning should help in this regard, that said I'm still on my 15th day. Will update as i go about",1,,,,,,
RetiredGrandma,5.0 out of 5 stars,"Reviewed in Canada on August 28, 2020",        Fantastic product  ,          This is great! I bought heirloom tomatoes and lettuce and kale and other seeds from eBay and they are growing perfectly.Don't forget to add miracle gro plant food in the water tho.  ,1,,,,,,
Maggie Morris,5.0 out of 5 stars,"Reviewed in Canada on March 24, 2021",        Amazing customer service!  ,"Edit: I had an issue with the lighting so I reached out via their Facebook link and they sent me a new lighting panel asap as week as tracking info.I'm using this and a competitor's unit and while there are pros and cons to both, this unit is very comparable.ProsLarger with 12 pod spaces and comes with covers for openings not in use.Holds more water.Built in fan that cycles on and off every 30 min with the water pump.Pods and openings are not grooved allowing growing plants to easily be swivelled to avoid crowding.Basket tine spacing is wider and not edged allowing for easier root release and root shearing.Better price than the most comparable brandConsWater pump is meh. But it does the job.Filling hole is tiny and becomes obscured by the plant growing in the front right corner.Cannot set time on and off (the time you turn it on is the the start of the internal timer).There are only 2 options for growing...veg and flowers.No reminder to add nutrients or water (the former is on you to remind yourself - set your phone reminder.  The latter...the unit does have an easy to see window in the front for that.",1,,,,,,
Maggie Morris,5.0 out of 5 stars,"Reviewed in Canada on July 3, 2020",        Bought a second one for a gift these are so good!  ,"I have the aero garden system as well, and they work exactly the same except this one is better value.  You can plant 12 things, it has a great fan and looks very stylish as well.  I am thinking of buying more for gifts as who doesn't want to grow their own food all year round?",1,,,,,,
Emil Malm,5.0 out of 5 stars,"Reviewed in Canada on January 25, 2021",        Love it  ,"          I have an issue with the plug for the wall. I can't plug it into the top because of this so I can't give a proper review. I don't know how to contact the company to let them know. Will update once I hear back.Update - got the plastic silver thingy off no problem! Added water and turned on the lights, can't wait to add seeds.Update - everything is popping much faster than in soil! The fastest is my red salad bowl leaves! I'm so thrilled. But I found instructions that I didn't see before so oopsUpdate - I still love it 🤣  ",1,,,,,,
Emil Malm,5.0 out of 5 stars,"Reviewed in Canada on July 2, 2021",        Très bon produit  ,"          Ce produit est vraiment bon. Facile d'utilisation.Cela donne la chance d'avoir des herbes fraiches toute l'année et de préparer les semis.La seule chose, il faut faire attention lors de l'entretien quand on enlève les petits supports de ne pas endommagé le fil qui est à l'intérieur du bac, il est parfois caché dans les racines, mais mis à part cela, tout est parfait!  ",1,,,,,,
H'Oscar,1.0 out of 5 stars,"Reviewed in the United States on March 1, 2022",This is a waste - unless you want to just germinate a couple seedlings,"I followed the directions very closely and tried raising some thai basil. The seeds germinated VERY well using the germination settings  however, the plants refused to grow with the main light. The water was set correctly, the lighting was set correctly, the environment was conducive to growth... The seed germination was quick and effective - as effective as in controlled environments with appropriate warmth and moisture. However, the plants have been at 1/4"" for 3 months.",2,,,,,,
ChrisN,2.0 out of 5 stars,"Reviewed in Canada on October 2, 2021",Very disappointing - Don't expect results like on their picture,"6 weeks later and only little shoots are growing.Unfortunately it did not work for me  maybe I am missing something. I did add ocean solution to feed the plants but they didn't grow much. You might need to use hydroponic solutions only to get them to grow bigger and faster. I don't like using something not organic so I refrained from going with the hard stuff.There is not much instructions nor information coming in the package. I suggest you do your research before using it. You might find great ways to make it work.In my opinion, it was a loss of time, energy and joy.",2,,,,,,
ChrisN,2.0 out of 5 stars,"Reviewed in the United States on April 28, 2021","Overpriced, tiny growing system","This unit is surprisingly tiny. Came with only the containers (pods), no fertilizer, no seed, no extra pod. The pod is about thumb-sized and fairly short. Being a new gardener I'm quite confused as to how this work (or I wouldn't buy this unit would I?) but I assumed the seed need water to sprout, so I had to fill the water all the way up in order to keep the pod hydrated- definitely spilling alert with little kids at home. The seed hole on the pod is really tiny. One cilantro seed is enough to fill it up. Poor instruction. It's apparently written in another language and directly translated into English and with very little information. I had to spend quite some time to figure out how to install the water pump- and why do I need a water pump?? This unit is very tiny but stylish looking. If the plants do grow it would be a cute tiny little green corner in the house. For what this came with I think it's overpriced.",2,,,,,,
Leslie,3.0 out of 5 stars,"Reviewed in Canada on October 29, 2021",Not easy to use for a beginner,"This garden is cheaply made and the instructions are not clear at all. If you are buying your first ever hydroponic garden, this is not the one for you. Also keep in mind that despite the price it does not come with any seeds or plant food so you must source those separately. Also keep in mind that the pods cannot be switched out with the much easier to find Aerogarden style which are much longer.",2,,,,,,
LT,3.0 out of 5 stars,"Reviewed in Canada on April 11, 2021","Not the complete starter set I was hoping for, but a decent little grower setup","Comes nicely packaged and somewhat straightforward to assemble together. Being completely new to these indoor gardening sets, I did need to go through the instructions to put everything together. Would say that once assembled it looks fairly discrete and the gooseneck light can be adjusted to be lower for new plants which minimizes the amount of light it throws out to the surroundings. Water pump is near silent and seems powerful enough to move the water around from what I could see. 8, 12 and 24h timers are a nice touch though I have no idea if this is granular enough or not.In terms of cons, the missing liquid fertilizer and seeds is a big bummer especially for a newbie like me. Considering I have no idea what to buy, I'm actually already looking for pods from another brand of indoor garden to try. Some other things I assume are going to be problems would be, the included growing pods are fairly shallow which I think would mean that you are forced to ensure the water reservoir is nearly completely topped up constantly. I noticed that other seed kits appear to have longer growing baskets which would ensure the plant gets access to water for longer (this is just an assumption)Overall, I'm pretty impressed by what you get for the price compared to some other units but as I now have to do a bunch more research to see what I need to get started with.  That being said, it seems to be a pretty good growing setup and I would think once I get started it should do nicely but won't be able to tell until much later. Will update if any of the parts prematurely give up the ghost. Otherwise if you're just looking for a fairly inexpensive hydroponic grower, this is a pretty great item. If you want a starter kit, you may want to look at other sets that also include seeds and liquid fertilizer.",2,,,,,,
Fred G,3.0 out of 5 stars,"Reviewed in Canada on April 6, 2021",Not everything needed is included,"The ""Hydroponics Growing System, Indoor Herb Garden Starter Kit, Smart Garden Planter for Home Kitchen, Automatic Timer Germination Kit (White)"" doesn't come with seeds or fertilizer, and the lighting setup isn't very adjustable, so compared to some other systems, it isn't as user friendly. ONce you HAVE seeds in your possession, this is an ok way to start them, but don't expect to be able to just open the box and have all you need to start growing your plants. There are also very poor instructions.",2,,,,,,
🇺🇦🇺🇦 Stand With Ukraine 🇺🇦🇺🇦,3.0 out of 5 stars,"Reviewed in Canada on June 28, 2021",Unsuccessful copy paste.,"Pro:We've managed to get some herbs to grow.Cons:The lamp is too low for the purpose.After three months of use, we found an interior water leak.The user guide is not easy to understand.It was a long story to tune the lights.A couple of times, the cycle reset itself, and the lights went off.Conclusion:For the current price of 89.99$, the cost-benefit ratio is unbalanced.",2,,,,,,
Kdb,3.0 out of 5 stars,"Reviewed in the United States on May 5, 2021",Needs better instructions,"This is only my first impression review and I’ll add more as things start to grow (if they do). My main concern is the instruction pamphlet that comes with this — it’s missing a lot of necessary info. There aren’t complete instructions for how to assemble it, including how the pump goes in. It’s almost like it just says, “Put it together” and leaves it at that. I think I got it together right, but there aren’t even photos of the inside to compare it to. Then the planting instructions are also a bit lacking, when it tells you to add nutrients, but not how much or what. There is no fill line for the water — they just tell you to add “enough” — how much is enough?You can adjust the light to work better with different plants and you can change the times, but they don’t say which is better for which type of plants. There are also things that don’t make sense, like the stickers they give you to put on top of the lids to label the seeds. They stickers are round so it looks like they go there, but they block the light if you put them on top. I put them on the sides because I didn’t want them permanently on the unit next to each.I’ll update my review as I continue using this, but I will say that so far I’m not impressed. They really need to understand that unless someone has used something like this, they need clear and complete instructions.",2,,,,,,
